exposuretype,securitylevel,varcharext,createuserid,coverageid,createtime,compbenefitsid,averageweeklywages,daysinweek,lostpropertytype,segment,lastdayworked,ssbenefit,pipdeathbenefitsid,id,claimid,rsbenefitsid,examinationdate,ppdbenefitsid,integerext,tpdbenefitsid,wagestmtrecd,claimanttype,closedoutcome,hospitaldate,incidentlimitreached,locked,wcbenefit,settlemethod,othercovgchoice,wagebenefit,deathbenefitsid,assignedgroupid,depreciatedvalue,previousqueueid,assignmentdate,assignmentstatus,loadcommandid,metriclimitgeneration,disbenefitsid,progress,diagnosticcnsistnt,assignedbyuserid,wcpreexdisblty,updateuserid,updatetime,losscategory,treatedpatientbfr,lossparty,publicid,breakin,retired,archivepartition,validationlevel,pippersonagglimitreached,lifepensionbenefitsid,jurisdictionstate,state,coveragesubtype,previoususerid,vocbenefitsid,statlineid,priorempdataid,reopendate,isoreceivedate,claimorder,strategy,ptdbenefitsid,replacementvalue,ttdbenefitsid,wcpreexdisbltyinfo,closedate,wcbenefitsid,previousgroupid,exposuretier,riagreementgroupid,pipvocbenefitsid,isostatus,settledate,ssdibenefitsid,pipnonmedagglimitreached,assignedqueueid,pipesslimitreached,othercoverageinfo,templocationid,hospitaldays,furthertreatment,assigneduserid,isosenddate,ssdieligible,isoknown,exposurelimitreached,reopenedreason,beanversion,wagestmtsent,claimantdenormid,primarycoverage,currentconditions,incidentid,newempdataid,rigroupsetexternally,pipclaimagglimitreached,othercoverage,contactpermitted
COMP,,,,COV01-1000001,2018-05-09,,,,,,,,,EXP01-10003,CLM01-1010111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101167,,,,,
GLASS,,,,COV01-1000002,2018-07-09,,,,,,,,,EXP01-10001,CLM01-1004252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101168,,,,,
BI,,,,COV01-1000002,2018-05-24,,,,,,,,,EXP01-10002,CLM01-1003123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101169,,,,,
BI,,,,COV01-1000001,2018-07-07,,,,,,,,,EXP01-10002,CLM01-1003425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101170,,,,,
GLASS,,,,COV01-1000001,2018-11-26,,,,,,,,,EXP01-10001,CLM01-1007981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101171,,,,,
PD,,,,COV01-1000002,2018-07-17,,,,,,,,,EXP01-10005,CLM01-1005898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101172,,,,,
GLASS,,,,COV01-1000001,2018-11-22,,,,,,,,,EXP01-10001,CLM01-1008391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101173,,,,,
COMP,,,,COV01-1000002,2018-05-14,,,,,,,,,EXP01-10003,CLM01-1006633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101174,,,,,
GLASS,,,,COV01-1000002,2018-08-08,,,,,,,,,EXP01-10001,CLM01-1001641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101175,,,,,
COL,,,,COV01-1000001,2018-10-16,,,,,,,,,EXP01-10004,CLM01-1007059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101176,,,,,
COMP,,,,COV01-1000002,2018-08-23,,,,,,,,,EXP01-10003,CLM01-1002320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101177,,,,,
COMP,,,,COV01-1000004,2018-05-25,,,,,,,,,EXP01-10003,CLM01-1007823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101178,,,,,
BI,,,,COV01-1000005,2018-10-10,,,,,,,,,EXP01-10002,CLM01-1006992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101179,,,,,
COL,,,,COV01-1000001,2018-04-17,,,,,,,,,EXP01-10004,CLM01-1010579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101180,,,,,
COL,,,,COV01-1000005,2018-05-31,,,,,,,,,EXP01-10004,CLM01-1008652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101181,,,,,
BI,,,,COV01-1000001,2018-11-02,,,,,,,,,EXP01-10002,CLM01-1003531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101182,,,,,
BI,,,,COV01-1000001,2018-03-06,,,,,,,,,EXP01-10002,CLM01-1009157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101183,,,,,
BI,,,,COV01-1000002,2018-09-21,,,,,,,,,EXP01-10002,CLM01-1008483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101184,,,,,
COL,,,,COV01-1000002,2018-01-18,,,,,,,,,EXP01-10004,CLM01-1005299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101185,,,,,
GLASS,,,,COV01-1000005,2018-01-17,,,,,,,,,EXP01-10001,CLM01-1000524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101186,,,,,
COL,,,,COV01-1000001,2018-04-29,,,,,,,,,EXP01-10004,CLM01-1006135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101187,,,,,
COL,,,,COV01-1000001,2018-08-05,,,,,,,,,EXP01-10004,CLM01-1004098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101188,,,,,
COL,,,,COV01-1000002,2018-07-05,,,,,,,,,EXP01-10004,CLM01-1002619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101189,,,,,
COMP,,,,COV01-1000001,2018-08-12,,,,,,,,,EXP01-10003,CLM01-1008583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101190,,,,,
COMP,,,,COV01-1000002,2018-03-11,,,,,,,,,EXP01-10003,CLM01-1009992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101191,,,,,
PD,,,,COV01-1000001,2018-03-07,,,,,,,,,EXP01-10005,CLM01-1010578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101192,,,,,
PD,,,,COV01-1000003,2018-12-21,,,,,,,,,EXP01-10005,CLM01-1009166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101193,,,,,
BI,,,,COV01-1000001,2018-06-24,,,,,,,,,EXP01-10002,CLM01-1004707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101194,,,,,
PD,,,,COV01-1000004,2018-10-19,,,,,,,,,EXP01-10005,CLM01-1007222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101195,,,,,
COMP,,,,COV01-1000002,2018-09-20,,,,,,,,,EXP01-10003,CLM01-1001039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101196,,,,,
GLASS,,,,COV01-1000002,2018-09-05,,,,,,,,,EXP01-10001,CLM01-1001438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101197,,,,,
COL,,,,COV01-1000002,2018-07-22,,,,,,,,,EXP01-10004,CLM01-1007188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101198,,,,,
PD,,,,COV01-1000005,2018-12-15,,,,,,,,,EXP01-10005,CLM01-1006860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101199,,,,,
PD,,,,COV01-1000001,2018-02-13,,,,,,,,,EXP01-10005,CLM01-1010306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101200,,,,,
GLASS,,,,COV01-1000001,2018-12-21,,,,,,,,,EXP01-10001,CLM01-1000879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101201,,,,,
PD,,,,COV01-1000002,2018-09-27,,,,,,,,,EXP01-10005,CLM01-1009077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101202,,,,,
BI,,,,COV01-1000001,2018-03-29,,,,,,,,,EXP01-10002,CLM01-1003236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101203,,,,,
PD,,,,COV01-1000001,2018-12-05,,,,,,,,,EXP01-10005,CLM01-1008626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101204,,,,,
GLASS,,,,COV01-1000001,2018-09-22,,,,,,,,,EXP01-10001,CLM01-1009244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101205,,,,,
PD,,,,COV01-1000002,2018-11-10,,,,,,,,,EXP01-10005,CLM01-1001433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101206,,,,,
COMP,,,,COV01-1000002,2018-05-26,,,,,,,,,EXP01-10003,CLM01-1005686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101207,,,,,
COMP,,,,COV01-1000001,2018-01-26,,,,,,,,,EXP01-10003,CLM01-1007935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101208,,,,,
PD,,,,COV01-1000003,2018-05-08,,,,,,,,,EXP01-10005,CLM01-1010262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101209,,,,,
BI,,,,COV01-1000001,2018-01-16,,,,,,,,,EXP01-10002,CLM01-1002965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101210,,,,,
GLASS,,,,COV01-1000003,2018-02-28,,,,,,,,,EXP01-10001,CLM01-1008865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101211,,,,,
GLASS,,,,COV01-1000001,2018-09-15,,,,,,,,,EXP01-10001,CLM01-1001262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101212,,,,,
COL,,,,COV01-1000001,2018-05-16,,,,,,,,,EXP01-10004,CLM01-1005921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101213,,,,,
COMP,,,,COV01-1000002,2018-08-20,,,,,,,,,EXP01-10003,CLM01-1000652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101214,,,,,
COMP,,,,COV01-1000003,2018-12-19,,,,,,,,,EXP01-10003,CLM01-1008854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2019-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101215,,,,,
BI,,,,COV01-1000001,2018-04-01,,,,,,,,,EXP01-10002,CLM01-1001346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101216,,,,,
GLASS,,,,COV01-1000001,2018-04-14,,,,,,,,,EXP01-10001,CLM01-1002603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101217,,,,,
GLASS,,,,COV01-1000002,2018-04-27,,,,,,,,,EXP01-10001,CLM01-1010298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101218,,,,,
GLASS,,,,COV01-1000002,2018-10-15,,,,,,,,,EXP01-10001,CLM01-1007369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101219,,,,,
PD,,,,COV01-1000002,2018-01-12,,,,,,,,,EXP01-10005,CLM01-1001021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101220,,,,,
BI,,,,COV01-1000001,2019-01-20,,,,,,,,,EXP01-10002,CLM01-1002074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101221,,,,,
GLASS,,,,COV01-1000002,2018-04-25,,,,,,,,,EXP01-10001,CLM01-1001827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101222,,,,,
COL,,,,COV01-1000001,2018-07-18,,,,,,,,,EXP01-10004,CLM01-1002029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101223,,,,,
COMP,,,,COV01-1000002,2018-01-27,,,,,,,,,EXP01-10003,CLM01-1006417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101224,,,,,
GLASS,,,,COV01-1000003,2018-07-18,,,,,,,,,EXP01-10001,CLM01-1009436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101225,,,,,
BI,,,,COV01-1000002,2018-06-04,,,,,,,,,EXP01-10002,CLM01-1002394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101226,,,,,
BI,,,,COV01-1000004,2019-01-01,,,,,,,,,EXP01-10002,CLM01-1005037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101227,,,,,
PD,,,,COV01-1000002,2018-03-01,,,,,,,,,EXP01-10005,CLM01-1000226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101228,,,,,
COL,,,,COV01-1000001,2018-05-11,,,,,,,,,EXP01-10004,CLM01-1002164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101229,,,,,
GLASS,,,,COV01-1000004,2018-02-23,,,,,,,,,EXP01-10001,CLM01-1009474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101230,,,,,
COL,,,,COV01-1000001,2018-02-13,,,,,,,,,EXP01-10004,CLM01-1006659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101231,,,,,
PD,,,,COV01-1000005,2018-04-05,,,,,,,,,EXP01-10005,CLM01-1009772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101232,,,,,
COMP,,,,COV01-1000001,2018-10-30,,,,,,,,,EXP01-10003,CLM01-1005397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101233,,,,,
PD,,,,COV01-1000001,2018-01-14,,,,,,,,,EXP01-10005,CLM01-1000599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101234,,,,,
BI,,,,COV01-1000001,2018-08-18,,,,,,,,,EXP01-10002,CLM01-1002660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101235,,,,,
PD,,,,COV01-1000001,2018-10-14,,,,,,,,,EXP01-10005,CLM01-1008573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101236,,,,,
COL,,,,COV01-1000001,2019-01-07,,,,,,,,,EXP01-10004,CLM01-1002135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101237,,,,,
BI,,,,COV01-1000004,2018-12-30,,,,,,,,,EXP01-10002,CLM01-1009050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101238,,,,,
COL,,,,COV01-1000004,2018-05-13,,,,,,,,,EXP01-10004,CLM01-1005043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101239,,,,,
GLASS,,,,COV01-1000002,2018-03-04,,,,,,,,,EXP01-10001,CLM01-1004442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101240,,,,,
COMP,,,,COV01-1000002,2018-05-25,,,,,,,,,EXP01-10003,CLM01-1001595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101241,,,,,
COMP,,,,COV01-1000002,2018-01-16,,,,,,,,,EXP01-10003,CLM01-1009393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101242,,,,,
COL,,,,COV01-1000002,2018-12-10,,,,,,,,,EXP01-10004,CLM01-1003030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101243,,,,,
GLASS,,,,COV01-1000001,2018-08-30,,,,,,,,,EXP01-10001,CLM01-1001037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101244,,,,,
COMP,,,,COV01-1000001,2018-07-30,,,,,,,,,EXP01-10003,CLM01-1008793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101245,,,,,
GLASS,,,,COV01-1000001,2018-10-22,,,,,,,,,EXP01-10001,CLM01-1002935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101246,,,,,
COL,,,,COV01-1000002,2018-07-30,,,,,,,,,EXP01-10004,CLM01-1003808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101247,,,,,
GLASS,,,,COV01-1000001,2018-04-15,,,,,,,,,EXP01-10001,CLM01-1003379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101248,,,,,
BI,,,,COV01-1000002,2018-04-17,,,,,,,,,EXP01-10002,CLM01-1009409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101249,,,,,
PD,,,,COV01-1000002,2018-11-11,,,,,,,,,EXP01-10005,CLM01-1003838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101250,,,,,
PD,,,,COV01-1000003,2018-09-15,,,,,,,,,EXP01-10005,CLM01-1003737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101251,,,,,
COMP,,,,COV01-1000001,2018-09-27,,,,,,,,,EXP01-10003,CLM01-1005978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101252,,,,,
GLASS,,,,COV01-1000002,2018-05-18,,,,,,,,,EXP01-10001,CLM01-1008024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101253,,,,,
COL,,,,COV01-1000002,2018-05-03,,,,,,,,,EXP01-10004,CLM01-1008021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101254,,,,,
COMP,,,,COV01-1000001,2019-01-30,,,,,,,,,EXP01-10003,CLM01-1000754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-101255,,,,,
